income,age,party,trump_approval,education,robots,climate_change,transformers,science_is_honest,vaccines_are_safe,books,ghosts,fed_sci_budget,earth_sun,wise_unwise
71,61,Independent,Strongly Approve,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,No,Too High,FALSE,Happy but Unwise
65,51,Democrat,Strongly disapprove,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Disagree,0,No,Too Low,TRUE,Happy but Unwise
103,56,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Disagree,Strongly Disagree,50,Yes,About Right,FALSE,Wise but Unhappy
43,69,Independent,Strongly Approve,High school,Unlikely,Real and Caused by People,0,Somewhat Disagree,Somewhat Agree,40,No,About Right,TRUE,Happy but Unwise
142,50,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,12,No,Too Low,TRUE,Wise but Unhappy
58,52,Republican,Strongly Approve,Graduate degree,Likely,Not Real At All,0,Strongly Agree,Somewhat Agree,4,No,Too High,TRUE,Happy but Unwise
45,18,Democrat,Somewhat disapprove,High school,Unlikely,Real and Caused by People,4,Strongly Disagree,Somewhat Disagree,2,No,Too High,FALSE,Happy but Unwise
90,63,Independent,Strongly Approve,Some college,Unlikely,Real but not Caused by People,2,Strongly Agree,Strongly Agree,2,No,Too Low,FALSE,Happy but Unwise
69,55,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,60,No,Too High,TRUE,Wise but Unhappy
13,45,Democrat,Strongly disapprove,College degree,Likely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,12,No,Too Low,TRUE,Happy but Unwise
100,50,Republican,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,0,Strongly Agree,Strongly Agree,12,No,About Right,FALSE,Wise but Unhappy
25,56,Democrat,Strongly disapprove,Other,Likely,Real and Caused by People,2,Somewhat Disagree,Somewhat Agree,1,Yes,Too High,TRUE,Wise but Unhappy
57,66,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,20,No,Too Low,FALSE,Wise but Unhappy
80,55,Independent,Neither approve nor disapprove,High school,Unlikely,Real and Caused by People,5,Neither Agree nor Disagree,Strongly Agree,3,No,Too Low,FALSE,Happy but Unwise
100,27,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,17,Yes,Too Low,FALSE,Wise but Unhappy
71,21,Independent,Somewhat Approve,Some college,Likely,Real and Caused by People,3,Strongly Agree,Somewhat Agree,13,No,Too Low,FALSE,Wise but Unhappy
55,58,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,200,Yes,Too Low,TRUE,Wise but Unhappy
146,46,Independent,Strongly disapprove,College degree,Likely,Real and Caused by People,1,Strongly Disagree,Strongly Disagree,5,Yes,About Right,FALSE,Happy but Unwise
79,37,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,5,Somewhat Agree,Strongly Disagree,7,Yes,About Right,FALSE,Happy but Unwise
54,21,Republican,Somewhat Approve,Some college,Likely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,0,No,About Right,TRUE,Happy but Unwise
41,33,Independent,Somewhat Approve,College degree,Unlikely,Real and Caused by People,5,Strongly Disagree,Strongly Disagree,50,Yes,About Right,TRUE,Wise but Unhappy
100,50,Republican,Strongly Approve,Graduate degree,Unlikely,Not Real At All,0,Strongly Agree,Strongly Agree,12,No,About Right,FALSE,Happy but Unwise
104,22,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,6,Yes,Too Low,FALSE,Wise but Unhappy
64,45,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,3,Somewhat Agree,Somewhat Disagree,2,Yes,Too Low,TRUE,Wise but Unhappy
114,33,Republican,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,1,Strongly Agree,Strongly Agree,10,No,About Right,FALSE,Wise but Unhappy
104,29,Democrat,Strongly disapprove,College degree,Likely,Real and Caused by People,2,Strongly Agree,Strongly Agree,100,Yes,Too Low,FALSE,Wise but Unhappy
135,30,Democrat,Somewhat Approve,College degree,Likely,Real and Caused by People,3,Strongly Agree,Strongly Agree,5,No,Too High,TRUE,Wise but Unhappy
56,67,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,4,Yes,Too Low,TRUE,Happy but Unwise
132,57,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,3,No,Too Low,TRUE,Wise but Unhappy
94,20,Democrat,Neither approve nor disapprove,High school,Unlikely,Real and Caused by People,1,Somewhat Disagree,Strongly Agree,1,No,Too Low,TRUE,Wise but Unhappy
71,51,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,1,No,About Right,TRUE,Wise but Unhappy
71,48,Republican,Somewhat disapprove,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,3,No,About Right,TRUE,Wise but Unhappy
91,63,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,0,Strongly Disagree,Strongly Agree,80,No,About Right,FALSE,Happy but Unwise
170,72,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,FALSE,Happy but Unwise
54,61,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,1,Somewhat Disagree,Somewhat Disagree,100,Yes,Too Low,TRUE,Wise but Unhappy
170,59,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,5,No,Too Low,FALSE,Happy but Unwise
38,57,Independent,Neither approve nor disapprove,College degree,Likely,Not Real At All,0,Somewhat Agree,Strongly Agree,3,No,About Right,TRUE,Happy but Unwise
73,50,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,5,Somewhat Disagree,Strongly Disagree,2,No,Too High,TRUE,Happy but Unwise
140,27,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,25,No,Too Low,TRUE,Wise but Unhappy
60,80,Democrat,Strongly disapprove,College degree,Unlikely,Real but not Caused by People,5,Strongly Agree,Strongly Disagree,20,No,Too Low,TRUE,Wise but Unhappy
90,83,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,0,Somewhat Agree,Strongly Agree,0,No,About Right,TRUE,Wise but Unhappy
86,90,Democrat,Strongly disapprove,College degree,Likely,Real and Caused by People,3,Strongly Agree,Strongly Agree,15,No,Too Low,FALSE,Happy but Unwise
109,24,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,1,No,Too Low,FALSE,Wise but Unhappy
105,70,Independent,Somewhat Approve,High school,Likely,Real and Caused by People,1,Somewhat Disagree,Strongly Agree,1,Yes,About Right,TRUE,Wise but Unhappy
73,22,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,4,Strongly Agree,Neither Agree nor Disagree,4,No,About Right,FALSE,Wise but Unhappy
74,49,Independent,Strongly disapprove,College degree,Likely,Real and Caused by People,0,Strongly Agree,Somewhat Agree,12,Yes,Too Low,TRUE,Happy but Unwise
74,23,Democrat,Somewhat disapprove,Some college,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,10,No,Too Low,FALSE,Wise but Unhappy
181,24,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,6,Yes,About Right,FALSE,Happy but Unwise
93,50,Independent,Neither approve nor disapprove,Some college,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,0,Yes,Too Low,FALSE,Wise but Unhappy
144,51,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,2,Yes,Too Low,TRUE,Wise but Unhappy
103,68,Independent,Strongly Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Somewhat Agree,2,No,Too High,TRUE,Happy but Unwise
139,21,Independent,Somewhat disapprove,Some college,Unlikely,Real but not Caused by People,4,Somewhat Agree,Somewhat Agree,6,No,About Right,TRUE,Happy but Unwise
74,34,Democrat,Strongly disapprove,Other,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,6,No,Too Low,TRUE,Wise but Unhappy
102,24,Independent,Strongly Approve,Some college,Likely,Real and Caused by People,1,Somewhat Disagree,Somewhat Disagree,56,Yes,About Right,FALSE,Wise but Unhappy
422,46,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Agree,10,No,About Right,TRUE,Wise but Unhappy
56,75,Democrat,Strongly disapprove,Some college,Likely,Not Real At All,0,Somewhat Agree,Somewhat Agree,2,No,Too Low,TRUE,Wise but Unhappy
83,18,Independent,Somewhat Approve,Some college,Unlikely,Real and Caused by People,1,Strongly Disagree,Strongly Agree,15,No,About Right,TRUE,Wise but Unhappy
74,55,Democrat,Strongly disapprove,Some college,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,Yes,Too Low,TRUE,Happy but Unwise
30,45,Independent,Strongly disapprove,High school,Likely,Not Real At All,0,Somewhat Agree,Strongly Agree,5,No,About Right,TRUE,Happy but Unwise
105,27,Independent,Somewhat disapprove,High school,Unlikely,Real but not Caused by People,2,Strongly Agree,Strongly Disagree,4,Yes,Too Low,FALSE,Wise but Unhappy
64,89,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,5,No,Too High,FALSE,Happy but Unwise
71,50,Republican,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Neither Agree nor Disagree,Neither Agree nor Disagree,10,No,Too Low,TRUE,Wise but Unhappy
64,26,Independent,Strongly disapprove,Some college,Unlikely,Not Real At All,3,Strongly Agree,Strongly Agree,2,No,About Right,TRUE,Wise but Unhappy
121,34,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,0,Yes,Too Low,FALSE,Happy but Unwise
92,26,Independent,Strongly disapprove,College degree,Likely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,5,Yes,Too Low,FALSE,Wise but Unhappy
77,36,Republican,Strongly disapprove,Graduate degree,Likely,Real and Caused by People,3,Somewhat Agree,Somewhat Agree,7,Yes,Too Low,FALSE,Wise but Unhappy
113,75,Independent,Strongly Approve,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Neither Agree nor Disagree,62,Yes,Too Low,FALSE,Happy but Unwise
71,44,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Disagree,Strongly Agree,0,No,Too High,FALSE,Happy but Unwise
102,70,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Somewhat Agree,Somewhat Disagree,3,Yes,About Right,FALSE,Happy but Unwise
65,79,Independent,Strongly Approve,Some college,Unlikely,Real and Caused by People,1,Strongly Disagree,Strongly Agree,25,No,Too Low,TRUE,Happy but Unwise
176,40,Democrat,Strongly disapprove,Graduate degree,Likely,Real and Caused by People,4,Strongly Agree,Strongly Disagree,59,No,Too Low,FALSE,Wise but Unhappy
153,66,Republican,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Somewhat Disagree,Somewhat Disagree,2,No,Too Low,FALSE,Wise but Unhappy
58,53,Independent,Strongly disapprove,High school,Likely,Real but not Caused by People,2,Somewhat Agree,Somewhat Agree,2,Yes,Too High,TRUE,Happy but Unwise
144,23,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,2,No,Too Low,TRUE,Happy but Unwise
79,80,Democrat,Strongly disapprove,College degree,Likely,Real and Caused by People,1,Somewhat Agree,Somewhat Agree,1000,No,Too Low,FALSE,Wise but Unhappy
144,26,Independent,Neither approve nor disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,7,No,Too Low,FALSE,Wise but Unhappy
98,45,Independent,Neither approve nor disapprove,Some college,Likely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,5,No,Too Low,FALSE,Wise but Unhappy
140,62,Democrat,Somewhat Approve,Some college,Likely,Real and Caused by People,2,Strongly Disagree,Strongly Agree,4,No,Too High,FALSE,Happy but Unwise
105,75,Democrat,Strongly disapprove,Some college,Likely,Real and Caused by People,2,Somewhat Disagree,Strongly Agree,1,Yes,About Right,TRUE,Wise but Unhappy
88,32,Independent,Neither approve nor disapprove,High school,Unlikely,Real and Caused by People,4,Strongly Agree,Strongly Agree,0,Yes,Too Low,TRUE,Happy but Unwise
163,46,Independent,Strongly Approve,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,1,No,About Right,TRUE,Happy but Unwise
90,55,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,300,Yes,Too Low,TRUE,Wise but Unhappy
62,51,Republican,Strongly Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,3,No,About Right,TRUE,Happy but Unwise
159,39,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,4,No,Too Low,FALSE,Happy but Unwise
127,50,Democrat,Somewhat disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,12,No,Too Low,FALSE,Happy but Unwise
84,45,Independent,Somewhat Approve,Graduate degree,Unlikely,Real but not Caused by People,3,Somewhat Disagree,Strongly Agree,15,Yes,Too Low,TRUE,Happy but Unwise
104,59,Independent,Strongly disapprove,Graduate degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,30,No,About Right,FALSE,Happy but Unwise
42,50,Independent,Neither approve nor disapprove,College degree,Unlikely,Not Real At All,2,Somewhat Agree,Somewhat Disagree,5,Yes,Too Low,FALSE,Happy but Unwise
61,29,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,5,Yes,About Right,FALSE,Happy but Unwise
13,87,Democrat,Strongly disapprove,Other,Likely,Real and Caused by People,0,Neither Agree nor Disagree,Neither Agree nor Disagree,3,No,Too High,TRUE,Happy but Unwise
161,29,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,3,No,Too Low,FALSE,Happy but Unwise
130,25,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,0,Yes,Too Low,FALSE,Wise but Unhappy
17,39,Democrat,Strongly disapprove,Graduate degree,Likely,Real and Caused by People,0,Strongly Disagree,Somewhat Disagree,6,No,Too Low,FALSE,Happy but Unwise
83,40,Independent,Somewhat Approve,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,4,No,About Right,FALSE,Happy but Unwise
54,40,Republican,Somewhat Approve,High school,Unlikely,Real but not Caused by People,3,Strongly Agree,Somewhat Agree,0,No,About Right,FALSE,Wise but Unhappy
25,57,Republican,Strongly Approve,High school,Unlikely,Real and Caused by People,0,Somewhat Disagree,Somewhat Agree,4,Yes,About Right,TRUE,Happy but Unwise
114,19,Independent,Somewhat Approve,Some college,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,5,Yes,About Right,FALSE,Happy but Unwise
124,54,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,7,No,Too Low,FALSE,Wise but Unhappy
159,18,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,0,Strongly Disagree,Strongly Agree,4,Yes,Too Low,FALSE,Wise but Unhappy
113,65,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,40,No,Too Low,FALSE,Wise but Unhappy
56,89,Democrat,Neither approve nor disapprove,Some college,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,TRUE,Wise but Unhappy
69,70,Independent,Somewhat disapprove,Some college,Unlikely,Not Real At All,1,Strongly Agree,Strongly Agree,3,No,Too Low,TRUE,Happy but Unwise
47,41,Independent,Strongly Approve,Some college,Likely,Real and Caused by People,0,Strongly Disagree,Strongly Agree,0,No,About Right,TRUE,Happy but Unwise
46,65,Democrat,Strongly disapprove,High school,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,0,Yes,Too High,TRUE,Wise but Unhappy
83,64,Democrat,Somewhat Approve,High school,Unlikely,Real and Caused by People,3,Somewhat Agree,Somewhat Disagree,0,No,About Right,TRUE,Happy but Unwise
74,38,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,3,Somewhat Agree,Somewhat Agree,3,Yes,Too Low,TRUE,Wise but Unhappy
92,78,Independent,Strongly Approve,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,3,No,Too Low,TRUE,Happy but Unwise
88,26,Independent,Somewhat disapprove,College degree,Unlikely,Real but not Caused by People,3,Strongly Agree,Somewhat Agree,1,Yes,Too Low,TRUE,Happy but Unwise
89,59,Republican,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,0,Yes,About Right,FALSE,Happy but Unwise
71,18,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,3,Somewhat Agree,Strongly Agree,15,No,Too Low,FALSE,Happy but Unwise
155,41,Independent,Somewhat Approve,College degree,Likely,Real but not Caused by People,0,Neither Agree nor Disagree,Strongly Agree,4,No,Too Low,FALSE,Wise but Unhappy
44,49,Republican,Strongly disapprove,Some college,Likely,Real and Caused by People,3,Somewhat Agree,Somewhat Agree,10,Yes,Too Low,TRUE,Wise but Unhappy
74,30,Democrat,Strongly Approve,Some college,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Disagree,10,No,Too Low,FALSE,Wise but Unhappy
144,52,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Somewhat Disagree,Strongly Agree,20,No,Too Low,TRUE,Wise but Unhappy
8,66,Republican,Strongly Approve,High school,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,10,No,Too High,TRUE,Happy but Unwise
132,44,Independent,Strongly Approve,College degree,Likely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,3,No,Too High,FALSE,Wise but Unhappy
86,65,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Disagree,Strongly Agree,0,No,Too Low,TRUE,Happy but Unwise
64,81,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,2,Strongly Agree,Strongly Agree,5,No,About Right,TRUE,Wise but Unhappy
110,59,Republican,Somewhat Approve,College degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,10,No,About Right,TRUE,Happy but Unwise
103,25,Independent,Somewhat Approve,College degree,Unlikely,Real but not Caused by People,2,Somewhat Agree,Strongly Agree,20,No,Too High,FALSE,Happy but Unwise
55,22,Independent,Somewhat Approve,College degree,Unlikely,Not Real At All,2,Somewhat Disagree,Somewhat Agree,10,No,Too Low,TRUE,Wise but Unhappy
114,34,Republican,Strongly disapprove,College degree,Likely,Real and Caused by People,4,Somewhat Disagree,Strongly Agree,10,No,Too High,TRUE,Wise but Unhappy
70,74,Republican,Strongly Approve,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Neither Agree nor Disagree,3,No,Too High,FALSE,Wise but Unhappy
93,60,Independent,Strongly disapprove,Graduate degree,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,4,Yes,Too Low,TRUE,Happy but Unwise
35,46,Independent,Strongly Approve,High school,Likely,Not Real At All,3,Strongly Agree,Strongly Agree,0,No,About Right,TRUE,Happy but Unwise
